Sl. No.,State,Facility No.,Facility Name/ Licensee,NJEMS PI/ Dep No./ID,Waste Type,Phone,Location,Municipality,City,Pincode,Owner/ Owner Type,Hours,Features,Latitude,Longitude,,,,,,,,,,,,,,,
,,18,Mercer Group Int.,197093,<Plastic & Other>,(609) 393-4834,4 Beakes St.,,Trenton,08638,,,,40.251,-74.7627,,,,,,,,,,,,,,,
,,19,"RSNJ, LLC-Middlesex",132341,<Plastic & Other>,(732) 469-3777,92 Bakeland Ave.,,Middlesex,08846,,,,40.5759,-74.5008,,,,,,,,,,,,,,,
,,20,"RSNJ,LLC-New Brunswick",132390,<Plastic & Other>,(732) 545-8988,5 Industrial Drive,,New Brunswick,08906,,,,40.4862,-74.4518,,,,,,,,,,,,,,,
,,21,Perth Amboy City Transfer,133598,<Plastic & Other>,(732) 826-2010,599 Feyette St.,,Perth Amboy,08861,,,,40.5176,-74.2754,,,,,,,,,,,,,,,
,,22,"RSNJ, LLC-So. Plainfield",132382,<Plastic & Other>,(908) 561-8380,11 Harmich Rd.,,So. Plainfield,07080,,,,40.5839,-74.4147,,,,,,,,,,,,,,,
,,23,Sakoutis Bros. Disposal Inc.,132384,<Plastic & Other>,(908) 222-8310,2101 Roosevelt Ave.,,So. Plainfield,07727,,,,40.2043,-74.1779,,,,,,,,,,,,,,,
,,24,Freehold Cartage,193704,<Plastic & Other>,(732) 462-1001,825 Hwy 33 East,,Freehold Twp,07728,,,,40.2458,-74.2768,,,,,,,,,,,,,,,
,,25,Monmouth County MRF,133927,<Plastic & Other>,(732) 683-8686,6000 Asbury Ave.,,Tinton Falls,07753,,,,40.2096,-74.0714,,,,,,,,,,,,,,,
,,26,Morris County MUA (Mt. Olive),133624,<Plastic & Other>,(973) 285-8390,Goldmine Road,,Mt. Olive,07945,,,,40.7789,-74.6,,,,,,,,,,,,,,,
,,27,Morris County MUA (Par-Troy),132507,<Plastic & Other>,(973) 285-8390,Edwards Rd.,,Parsippany,07945,,,,40.7789,-74.6,,,,,,,,,,,,,,,
,,28,Covanta Sustainable Solutions (Fulton St.),133649,<Plastic & Other>,(973) 278-3636,20-32 Fulton St.,,Paterson,07510,,,,40.9168,-74.1718,,,,,,,,,,,,,,,
,,29,Covanta Sustainable Solutions (River St.),132581,<Plastic & Other>,(973) 278-3636,178 River St.,,Paterson,08104,,,,39.9186,-75.1078,,,,,,,,,,,,,,,
,,30,"Gaeta Recycling Co., Inc.",132582,<Plastic & Other>,(973) 278-6625,278 W Railway Ave.,,Paterson,07503,,,,40.897,-74.1573,,,,,,,,,,,,,,,
,,31,"Bridgewater Resources, Inc.",132640,<Plastic & Other>,(732) 271-2800,15 Polhemus Lane,,Bridgewater,08807,,,,40.5904,-74.6267,,,,,,,,,,,,,,,
,,32,Bridgewater Res. Inc. (Intermodal Containers ONLY),135683,<Plastic & Other>,(732) 271-2800,15 Polhemus Lane,,Bridgewater,08807,,,,40.5904,-74.6267,,,,,,,,,,,,,,,
,,33,WMNJI-Julia St.,132698,<Plastic & Other>,(855)389-8047,864 Julia St.,,Elizabeth,08610,,,,40.2016,-74.705,,,,,,,,,,,,,,,
,,34,Plainfield City,132718,<Plastic & Other>,(908) 226-2518,Rock Ave.,,Plainfield,07060,,,,40.6152,-74.415,,,,,,,,,,,,,,,
,,35,Summit City Transfer,132728,<Plastic & Other>,(908) 273-6404,New Providence Ave.,,Summit,07901,,,,40.7149,-74.3642,,,,,,,,,,,,,,,
,,36,WMNJI - So. Front St.,731349,<Plastic & Other>,(855) 389-8047,650 Front Street,,Elizabeth,07202,,,,40.6565,-74.2215,,,,,,,,,,,,,,,
6,Massachusetts,1,ACTON HIWAY DEPT,173143,<Plastic & Other>,(978)929-7740,14 FOREST RD,ACTON,ACTON,1720,Municipal,,,42.4751,-71.4483,,,,,,,,,,,,,,,
,,2,TOWN OF ADAMS,517187,<Plastic & Other>,(413)743-8300,65 PARK ST,ADAMS,ADAMS,1220,Municipal,,,42.6223,-73.1172,,,,,,,,,,,,,,,
,,3,COVANTA SPRINGFIELD LLC,374839,<Plastic & Other>,(413)785-5120 613,188 M ST,AGAWAM,AGAWAM,1001,Private,,,42.0702,-72.6227,,,,,,,,,,,,,,,
,,4,TOWN OF ALFORD,173178,<Plastic & Other>,(413)528-6327,5 MAIN STREET,ALFORD,ALFORD,1230,Municipal,,,42.1959,-73.3607,,,,,,,,,,,,,,,
,,5,AMHERST DPW,366374,<Plastic & Other>,(413)259-3050,586 SOUTH PLEASANT ST,AMHERST,AMHERST,01002-2542,Municipal,,,42.3671,-72.4646,,,,,,,,,,,,,,,
,,6,UMASS OFFICE OF WASTE MGMNT,339439,<Plastic & Other>,(413)577-3013,151 TILLSON FARM RD,AMHERST,AMHERST,1003,State,,,42.3919,-72.5248,,,,,,,,,,,,,,,
,,7,MARTHAS VINEYARD REFUSE DIST,440692,<Plastic & Other>,(508)627-4501,750 WEST TISBURY RD,AQUINNAH,EDGARTOWN,2539,Municipal,,,41.3889,-70.5339,,,,,,,,,,,,,,,
,,8,TOWN OF ASHBURNHAM,440302,<Plastic & Other>,(978)827-4120,17 CENTRAL ST,ASHBURNHAM,ASHBURNHAM,1430,Municipal,,,42.6496,-71.9267,,,,,,,,,,,,,,,
,,9,TOWN OF ASHBY,357367,<Plastic & Other>,(978)386-2501,895 MAIN ST,ASHBY,ASHBY,01431-2322,Municipal,,,42.6745,-71.8174,,,,,,,,,,,,,,,
,,10,HILLTOWN RESOURCE MGMT CO-OP,173174,<Plastic & Other>,(413)268-3845,PO BOX 630,ASHFIELD,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,11,TOWN OF ATHOL,430513,<Plastic & Other>,(774)345-0793,584 MAIN ST,ATHOL,ATHOL,1331,Municipal,,,42.5959,-72.2267,,,,,,,,,,,,,,,
,,12,CASELLA WASTE MGMT OF MA INC,330392,<Plastic & Other>,(207)653-4421,"110 MAIN STREET, SUITE 1308",AUBURN,SACO,4072,Private,,,43.5209,-70.4546,,,,,,,,,,,,,,,
,,13,AYER DPW,173144,<Plastic & Other>,(978)772-8240,25 BROOK ST,AYER,AYER,1432,Municipal,,,42.5591,-71.5788,,,,,,,,,,,,,,,
,,14,DEVENS RECYCLING CENTER LLC,429157,<Plastic & Other>,(978)772-6500 301,45 INDEPENDENCE DR,AYER,DEVENS,1434,Private,,,42.5385,-71.6115,,,,,,,,,,,,,,,
,,15,ST. GERMAIN COLLINS,264949,<Plastic & Other>,(207)591-7000 22,846 MAIN ST.,AYER,WESTBROOK,4092,Private,,,43.6843,-70.358,,,,,,,,,,,,,,,
,,16,TOWN OF BARNSTABLE,173196,<Plastic & Other>,(508)862-4090,367 MAIN ST,BARNSTABLE,HYANNIS,2601,Municipal,,,41.6601,-70.2967,,,,,,,,,,,,,,,
,,17,RESOURCE CONTROL INC (WMI),291003,<Plastic & Other>,(978)355-6821,99 BARRE DEPOT RD,BARRE,BARRE,1005,Private,,,42.4097,-72.1084,,,,,,,,,,,,,,,
,,18,BECKET HIGHWAY DEPT,173248,<Plastic & Other>,(413)623-8988,47 LYMAN ST,BECKET,BECKET,1223,Municipal,,,42.3594,-73.1203,,,,,,,,,,,,,,,
,,19,TOWN OF BELCHERTOWN,280307,<Plastic & Other>,(413)323-0415,"2 JABISH ST, PO BOX 306",BELCHERTOWN,BELCHERTOWN,1007,Municipal,,,42.2751,-72.411,,,,,,,,,,,,,,,
,,20,BERKLEY RECYCLING & SW COMMITTEE,273906,<Plastic & Other>,(508)824-8380,3R NORTH MAIN ST,BERKLEY,BERKLEY,2779,Municipal,,,41.8353,-71.0765,,,,,,,,,,,,,,,
,,21,TOWN OF BERLIN,173145,<Plastic & Other>,(978)838-0214,23 LINDEN ST,BERLIN,BERLIN,1503,Municipal,,,42.3844,-71.6356,,,,,,,,,,,,,,,
,,22,FRANKLIN COUNTY SW MGMT DIST,324250,<Plastic & Other>,(413)772-2438,50 MILES ST,BERNARDSTON,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,23,ANDREJOIS HYGIENE INC,391909,<Plastic & Other>,(978)528-5731,13 LINNELL CIR,BILLERICA,BILLERICA,1821,Private,,,42.5519,-71.2518,,,,,,,,,,,,,,,
,,24,BLANDFORD BOH,258597,<Plastic & Other>,(413)262-4295,1020 MAIN ST,BLANDFORD,BLANDFORD,1008,Municipal,,,42.1829,-72.9361,,,,,,,,,,,,,,,
,,25,BOLTON DPW,374003,<Plastic & Other>,(978)779-6402,12 FORBUSH MILL RD,BOLTON,BOLTON,1740,Municipal,,,42.4365,-71.6076,,,,,,,,,,,,,,,
,,26,ALLIED WASTE SYSTEMS INC,329121,<Plastic & Other>,(508)786-7017,320A CHARGER ST,BOSTON,REVERE,2151,Private,,,42.4138,-71.0052,,,,,,,,,,,,,,,
,,27,RE-ENERGY ROXBURY LLC,173138,<Plastic & Other>,(603)894-9800,101 GERARD ST,BOSTON,ROXBURY,2119,Private,,,42.3251,-71.0953,,,,,,,,,,,,,,,
,,28,BOURNE ISWM DEPT,362723,<Plastic & Other>,(508)759-0600 4240,24 PERRY AVE,BOURNE,BUZZARDS BAY,2532,Municipal,,,41.7455,-70.5905,,,,,,,,,,,,,,,
,,29,TOWN OF BOXBOROUGH,173211,<Plastic & Other>,(978)263-1600,29 MIDDLE RD,BOXBOROUGH,BOXBOROUGH,1719,Municipal,,,42.4884,-71.5178,,,,,,,,,,,,,,,
,,30,COVANTA OF SEMASS LP,173139,<Plastic & Other>,(508)291-4436,141 CRANBERRY HWY,BRAINTREE,WEST WAREHAM,2576,Private,,,41.7796,-70.7642,,,,,,,,,,,,,,,
,,31,BREWSTER DPW,363655,<Plastic & Other>,(508)896-3212,201 RUN HILL RD,BREWSTER,BREWSTER,2631,Municipal,,,41.7492,-70.0699,,,,,,,,,,,,,,,
,,32,CAPE SAND & RECYLCING LLC,298388,<Plastic & Other>,(508)294-1008,CAPE SAND WAY,BREWSTER,BREWSTER,2631,Private,,,41.7492,-70.0699,,,,,,,,,,,,,,,
,,33,BRIDGEWATER BOH,274580,<Plastic & Other>,(508)697-0903,"66 CENTRAL SQ, ACADEMY BLD",BRIDGEWATER,BRIDGEWATER,2324,Municipal,,,41.9773,-70.9723,,,,,,,,,,,,,,,
,,34,CHAMPION CITY RECOVERY LLC,344386,<Plastic & Other>,(508)941-6700,138 WILDER STREET EXTENSION,BROCKTON,BROCKTON,2301,Private,,,42.0794,-71.04,,,,,,,,,,,,,,,
,,35,TROJAN RECYCLING INC,279564,<Plastic & Other>,(508)588-2332,71 FOREST ST,BROCKTON,BROCKTON,2302,Private,,,42.0847,-71.0002,,,,,,,,,,,,,,,
,,36,TOWN OF BROOKFIELD,358551,<Plastic & Other>,(508)867-5500,6 CENTRAL ST,BROOKFIELD,BROOKFIELD,1506,Municipal,,,42.1991,-72.0989,,,,,,,,,,,,,,,
,,37,TOWN OF BROOKLINE,173140,<Plastic & Other>,(617)730-2166,333 WASHINGTON ST,BROOKLINE,BROOKLINE,2445,Municipal,,,42.3259,-71.1341,,,,,,,,,,,,,,,
,,38,FRANKLIN COUNTY SW MGMT DIST,337488,<Plastic & Other>,(413)772-2438,50 MILES ST,BUCKLAND,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,39,,561572,<Plastic & Other>,,,CANTON,,,,,,0,0,,,,,,,,,,,,,,,
,,40,CARLISLE DPW,172395,<Plastic & Other>,(978)369-6156,"LOWELL ST, PO BOX 149",CARLISLE,CARLISLE,1741,Municipal,,,42.5286,-71.3519,,,,,,,,,,,,,,,
,,41,FRANKLIN COUNTY SW MGMT DIST,388659,<Plastic & Other>,(413)772-2438,50 MILES ST,CHARLEMONT,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,42,FRANKLIN COUNTY SW MGMT DIST,416908,<Plastic & Other>,(413)772-2438,50 MILES ST,CHARLEMONT,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,43,CHATHAM DPW,320724,<Plastic & Other>,(508)945-5155,221 CROWELL RD,CHATHAM,CHATHAM,2633,Municipal,,,41.6889,-69.9722,,,,,,,,,,,,,,,
,,44,TW NICKERSON INC,361836,<Plastic & Other>,(508)432-1655 1,160 MILL HILL RD,CHATHAM,SOUTH CHATHAM,2659,Private,,,41.6801,-70.0241,,,,,,,,,,,,,,,
,,45,TOWN OF CHESHIRE,274416,<Plastic & Other>,(413)743-1690,80 CHURCH ST,CHESHIRE,CHESHIRE,1225,Municipal,,,42.5611,-73.158,,,,,,,,,,,,,,,
,,46,TOWN OF CHESTER,173175,<Plastic & Other>,(413)354-7781,15 MIDDLEFIELD ST,CHESTER,CHESTER,1011,Municipal,,,42.2794,-72.9888,,,,,,,,,,,,,,,
,,47,HILLTOWN RESOURCE MGMT CO-OP,172414,<Plastic & Other>,(413)268-3845,PO BOX 630,CHESTERFIELD,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,48,MARTHAS VINEYARD REFUSE DIST,387529,<Plastic & Other>,(508)627-4501,750 WEST TISBURY RD,CHILMARK,EDGARTOWN,2539,Municipal,,,41.3889,-70.5339,,,,,,,,,,,,,,,
,,49,TOWN OF COHASSET,173261,<Plastic & Other>,(781)383-0273,91 CEDAR ST,COHASSET,COHASSET,2025,Municipal,,,42.2395,-70.8128,,,,,,,,,,,,,,,
,,50,FRANKLIN COUNTY SW MGMT DIST,307443,<Plastic & Other>,(413)772-2438,50 MILES ST,COLRAIN,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,51,FRANKLIN COUNTY SW MGMT DIST,174123,<Plastic & Other>,(413)772-2438,50 MILES ST,CONWAY,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,52,HILLTOWN RESOURCE MGMT CO-OP,285512,<Plastic & Other>,(413)268-3845,PO BOX 630,CUMMINGTON,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,53,TOWN OF DALTON,175866,<Plastic & Other>,(413)684-6111,462 MAIN ST,DALTON,DALTON,1226,Municipal,,,42.475,-73.1603,,,,,,,,,,,,,,,
,,54,COVANTA ENERGY,173130,<Plastic & Other>,(978)241-3015,100 RECOVERY WAY,DANVERS,HAVERHILL,1835,Private,,,42.7528,-71.0843,,,,,,,,,,,,,,,
,,55,DARTMOUTH DPW,363702,<Plastic & Other>,(508)999-0740,759 RUSSELLS MILLS RD,DARTMOUTH,DARTMOUTH,2748,Municipal,,,41.5665,-70.9843,,,,,,,,,,,,,,,
,,56,RECYCLING SOLUTIONS LLC,210300,<Plastic & Other>,(781)844-1477,5 INCINERATOR RD,DEDHAM,DEDHAM,2026,Private,,,42.2437,-71.1637,,,,,,,,,,,,,,,
,,57,FRANKLIN COUNTY SW MGMT DIST,330171,<Plastic & Other>,(413)772-2438,50 MILES ST,DEERFIELD,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,58,TOWN OF DENNIS DPW,319430,<Plastic & Other>,(508)760-6232,120 THEOPHILUS F. SMITH RD,DENNIS,SOUTH DENNIS,2660,Municipal,,,41.7097,-70.1585,,,,,,,,,,,,,,,
,,59,ROBERT CHILDS INC,324535,<Plastic & Other>,(508)398-2556 25,"169 GREAT WESTERN RD, BOX 1431",DENNIS,SOUTH DENNIS,2660,Private,,,41.7097,-70.1585,,,,,,,,,,,,,,,
,,60,S&J EXCO INC,173241,<Plastic & Other>,(508)398-4000,200 GREAT WESTERN RD,DENNIS,SOUTH DENNIS,2660,Private,,,41.7097,-70.1585,,,,,,,,,,,,,,,
,,61,DIGHTON HIGHWAY DEPT,173183,<Plastic & Other>,(508)669-5461,979 SOMERSET AVE,DIGHTON,DIGHTON,2715,Municipal,,,41.8125,-71.1427,,,,,,,,,,,,,,,
,,62,TOWN OF DOUGLAS,172462,<Plastic & Other>,(508)476-4000 352,29 DEPOT ST,DOUGLAS,DOUGLAS,1516,Municipal,,,42.0528,-71.7509,,,,,,,,,,,,,,,
,,63,DOVER HIGHWAY DEPT,39966,<Plastic & Other>,(508)785-0058 121,"PO BOX 250, 5 SPRINGDALE AVE",DOVER,DOVER,2030,Municipal,,,42.2362,-71.2854,,,,,,,,,,,,,,,
,,64,TOWN OF DUDLEY,356818,<Plastic & Other>,(508)949-8020,71 WEST MAIN ST,DUDLEY,DUDLEY,1571,Municipal,,,42.0489,-71.8932,,,,,,,,,,,,,,,
,,65,DUNSTABLE BOARD OF HEALTH,440689,<Plastic & Other>,(978)649-4514 229,PO BOX 268,DUNSTABLE,DUNSTABLE,1827,Municipal,,,42.6739,-71.4952,,,,,,,,,,,,,,,
,,66,TOWN OF DUXBURY,172473,<Plastic & Other>,(781)934-1100,878 TREMONT STREET,DUXBURY,DUXBURY,2332,Municipal,,,42.0399,-70.7163,,,,,,,,,,,,,,,
,,67,EAST LONGMEADOW DPW,173188,<Plastic & Other>,(413)525-5400 1203,60 CENTER SQUARE,EAST LONGMEADOW,EAST LONGMEADOW,1028,Municipal,,,42.0672,-72.5056,,,,,,,,,,,,,,,
,,68,EASTHAM DPW,173274,<Plastic & Other>,(508)240-5973,555 OLD ORCHARD RD,EASTHAM,EASTHAM,2642,Municipal,,,41.8408,-69.9849,,,,,,,,,,,,,,,
,,69,MARTHAS VINEYARD REFUSE DIST,285171,<Plastic & Other>,(508)627-4501,750 WEST TISBURY RD,EDGARTOWN,EDGARTOWN,2539,Municipal,,,41.3889,-70.5339,,,,,,,,,,,,,,,
,,70,TOWN OF EGREMONT,306909,<Plastic & Other>,(413)528-0182 10,PO BOX 368,EGREMONT,SOUTH EGREMONT,1258,Municipal,,,42.1012,-73.4566,,,,,,,,,,,,,,,
,,71,TOWN OF ESSEX,173155,<Plastic & Other>,(978)768-6262,44 CENTENNIAL GROVE RD,ESSEX,ESSEX,1929,Municipal,,,42.6286,-70.7828,,,,,,,,,,,,,,,
,,72,WOOD WASTE OF BOSTON,328984,<Plastic & Other>,(617)387-3700,85-87 BOSTON ST,EVERETT,EVERETT,02149-4726,Private,,,42.4112,-71.0514,,,,,,,,,,,,,,,
,,73,,547901,<Plastic & Other>,,,FALL RIVER,,,,,,0,0,,,,,,,,,,,,,,,
,,74,BLACKSMITH SHOP FARMS INC,186654,<Plastic & Other>,(508)548-1830,716 BLACKSMITH SHOP RD,FALMOUTH,FALMOUTH,2536,Private,,,41.5968,-70.5671,,,,,,,,,,,,,,,
,,75,FALMOUTH DPW,318312,<Plastic & Other>,(508)457-2530,416 GIFFORD ST,FALMOUTH,FALMOUTH,2540,Municipal,,,41.5648,-70.6217,,,,,,,,,,,,,,,
,,76,AKS RECYCLING INC,366279,<Plastic & Other>,(508)726-1500,PO BOX 854,FITCHBURG,LONDONDERRY,3053,Private,,,42.8656,-71.3772,,,,,,,,,,,,,,,
,,77,HARVEY RECYCLING OF FITCHBURG,427718,<Plastic & Other>,(800)321-3002,50 ARBOR WAY,FITCHBURG,FITCHBURG,1420,Private,,,42.5796,-71.8031,,,,,,,,,,,,,,,
,,78,TOWN OF FLORIDA,280303,<Plastic & Other>,(413)662-2448,379 MOHAWK TRAIL,FLORIDA,DRURY,1343,Municipal,,,42.6427,-72.9862,,,,,,,,,,,,,,,
,,79,TOWN OF FRANKLIN,172529,<Plastic & Other>,(508)553-5529,257 FISHER ST,FRANKLIN,FRANKLIN,2038,Municipal,,,42.0935,-71.4058,,,,,,,,,,,,,,,
,,80,TOWN OF FREETOWN,318488,<Plastic & Other>,(508)644-2202,"3 NORTH MAIN ST, BOX 438",FREETOWN,ASSONET,2702,Municipal,,,41.7975,-71.0607,,,,,,,,,,,,,,,
,,81,CITY OF GARDNER,418399,<Plastic & Other>,(978)630-4013 8043,95 PLEASANT ST,GARDNER,GARDNER,1440,Municipal,,,42.574,-71.9898,,,,,,,,,,,,,,,
,,82,MELLO DISPOSAL CORPORATION,173156,<Plastic & Other>,(978)352-8581,"95 TENNEY ST, PO BOX 348",GEORGETOWN,GEORGETOWN,1833,Private,,,42.7281,-70.9822,,,,,,,,,,,,,,,
,,83,HILLTOWN RESOURCE MGMT CO-OP,173182,<Plastic & Other>,(413)268-3845,PO BOX 630,GOSHEN,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,84,TOWN OF GOSNOLD,363704,<Plastic & Other>,(508)990-7408,ROAD TO THE LANDING,GOSNOLD,GOSNOLD,2713,Municipal,,,41.4218,-70.9313,,,,,,,,,,,,,,,
,,85,TOWN OF GRANVILLE,173189,<Plastic & Other>,(413)357-8585,"PO BOX 247, 707 MAIN RD",GRANVILLE,GRANVILLE,1034,Municipal,,,42.1127,-72.952,,,,,,,,,,,,,,,
,,86,TOWN OF GREAT BARRINGTON,325062,<Plastic & Other>,(413)528-0867,334 MAIN ST,GREAT BARRINGTON,GREAT BARRINGTON,1230,Municipal,,,42.1959,-73.3607,,,,,,,,,,,,,,,
,,87,TOWN OF GREENFIELD,174772,<Plastic & Other>,(413)772-1528,14 COURT SQUARE,GREENFIELD,GREENFIELD,1301,Municipal,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,88,GROTON TRANSFER & RECYCLING CENTER,363410,<Plastic & Other>,(978)448-1162,173 MAIN ST,GROTON,GROTON,1450,Municipal,,,42.6124,-71.5584,,,,,,,,,,,,,,,
,,89,SOLID WASTE SOLUTIONS LLC,172560,<Plastic & Other>,(413)498-0099 112,576 PINE MEADOW RD,HADLEY,NORTHFIELD,1360,Private,,,42.6887,-72.451,,,,,,,,,,,,,,,
,,90,TOWN OF HAMPDEN,368177,<Plastic & Other>,(413)566-2152,625 MAIN ST,HAMPDEN,HAMPDEN,1036,Municipal,,,42.0648,-72.4318,,,,,,,,,,,,,,,
,,91,TOWN OF HANCOCK,173203,<Plastic & Other>,(413)738-5225,3650 HANCOCK RD,HANCOCK,HANCOCK,1237,Municipal,,,42.5173,-73.2282,,,,,,,,,,,,,,,
,,92,HANOVER DPW,172572,<Plastic & Other>,(781)826-3189,40 POND ST,HANOVER,HANOVER,2339,Municipal,,,42.1214,-70.857,,,,,,,,,,,,,,,
,,93,TOWN OF HANSON,172573,<Plastic & Other>,(781)293-2131,542 LIBERTY ST,HANSON,HANSON,2341,Municipal,,,42.0616,-70.8651,,,,,,,,,,,,,,,
,,94,HARVARD DPW,173170,<Plastic & Other>,(978)456-4130,47 DEPOT RD,HARVARD,HARVARD,1451,Municipal,,,42.4986,-71.5753,,,,,,,,,,,,,,,
,,95,HARWICH TRANSFER & RECYCLING CENTER,299296,<Plastic & Other>,(508)430-7555,"PO BOX 1543, 273 QUEEN ANNE RD",HARWICH,HARWICH,2645,Municipal,,,41.7008,-70.0579,,,,,,,,,,,,,,,
,,96,ROBERT B OUR COMPANY INC,329066,<Plastic & Other>,(508)432-0530,24 GREAT WESTERN RD(P.O. BOX 1539),HARWICH,HARWICH,2645,Private,,,41.7008,-70.0579,,,,,,,,,,,,,,,
,,97,TOWN OF HATFIELD,285960,<Plastic & Other>,(413)247-0499,59 MAIN ST,HATFIELD,HATFIELD,1038,Municipal,,,42.3844,-72.6167,,,,,,,,,,,,,,,
,,98,NATIONAL WASTE MANAGEMENT INC,390493,<Plastic & Other>,(508)476-1900,362 PUTNAM HILL RD,HAVERHILL,SUTTON,1590,Private,,,42.1266,-71.7552,,,,,,,,,,,,,,,
,,99,STERICYCLE INC,335577,<Plastic & Other>,(401)769-5801 13,369 PARK EAST RD,HAVERHILL,WOONSOCKET,2895,Private,,,41.9846,-71.5194,,,,,,,,,,,,,,,
,,100,FRANKLIN COUNTY SW MGMT DIST,258595,<Plastic & Other>,(413)772-2438,50 MILES ST,HEATH,GREENFIELD,1301,District,,,42.6013,-72.6236,,,,,,,,,,,,,,,
,,101,HINGHAM DPW,319097,<Plastic & Other>,(781)741-1430,25 BARE COVE PARK DR,HINGHAM,HINGHAM,2043,Municipal,,,42.2245,-70.8911,,,,,,,,,,,,,,,
,,102,TOWN OF HINSDALE,173257,<Plastic & Other>,(413)655-2245,39 SOUTH ST,HINSDALE,HINSDALE,1235,Municipal,,,42.4298,-73.0724,,,,,,,,,,,,,,,
,,103,COVANTA 4RECOVERY TRANSFER SYSTEMS LLC,330447,<Plastic & Other>,(508)291-4436,141 CRANBERRY HWY,HOLLISTON,WEST WAREHAM,2576,Private,,,41.7796,-70.7642,,,,,,,,,,,,,,,
,,104,,449795,<Plastic & Other>,,,HOLYOKE,,,,,,0,0,,,,,,,,,,,,,,,
,,105,EL HARVEY & SONS INC,356519,<Plastic & Other>,(508)836-3000,68 HOPKINTON RD,HOPKINTON,WESTBOROUGH,1518,Private,,,42.1228,-72.1178,,,,,,,,,,,,,,,
,,106,BP TRUCKING,280116,<Plastic & Other>,(508)231-1000,47-65 NICKERSON RD,HUDSON,ASHLAND,1721,Private,,,42.2539,-71.4583,,,,,,,,,,,,,,,
,,107,HILLTOWN RESOURCE MGMT CO-OP,173246,<Plastic & Other>,(413)268-3845,PO BOX 630,HUNTINGTON,WILLIAMSBURG,1096,District,,,42.4085,-72.778,,,,,,,,,,,,,,,
,,108,IPSWICH DPW,173147,<Plastic & Other>,(978)356-6612,25 GREEN ST,IPSWICH,IPSWICH,1938,Municipal,,,42.6809,-70.8494,,,,,,,,,,,,,,,
,,109,TOWN OF KINGSTON,363650,<Plastic & Other>,(781)585-0513,32 EVERGREEN ST,KINGSTON,KINGSTON,2364,Municipal,,,41.995,-70.741,,,,,,,,,,,,,,,
,,110,LAKEVILLE DPW,289604,<Plastic & Other>,(508)947-6599,100 KENNETH WELCH DR,LAKEVILLE,LAKEVILLE,2347,Municipal,,,41.8374,-70.9582,,,,,,,,,,,,,,,
,,111,"LENOX VALLEY WTF, LLC",174773,<Plastic & Other>,(413)441-9318,64-68 WILLOW CREEK RD,LENOX,LENOX,1240,Private,,,42.3642,-73.2713,,,,,,,,,,,,,,,
,,112,"WASTE MANAGEMENT OF MA, INC",369009,<Plastic & Other>,(413)275-1513 N/A,26 PATRIOT PL,LEOMINSTER,FOXBOROUGH,2035,Private,,,42.0649,-71.2441,,,,,,,,,,,,,,,
,,113,TOWN OF LEVERETT,358256,<Plastic & Other>,(978)793-2935,"TOWN HALL, MONTAGUE RD",LEVERETT,LEVERETT,1054,Municipal,,,42.4682,-72.4993,,,,,,,,,,,,,,,
,,114,US AIR FORCE,289497,<Plastic & Other>,(781)377-2475,"66 MSG/CEGV, 72 DOW ST, BLDG 1825",LEXINGTON,HANSCOM AFB,1731,Federal,,,42.4567,-71.2795,,,,,,,,,,,,,,,
,,115,TOWN OF LINCOLN,173148,<Plastic & Other>,(781)259-8999,30 LEWIS ST,LINCOLN,LINCOLN,1773,Municipal,,,42.4217,-71.3137,,,,,,,,,,,,,,,
,,116,LITTLETON HIGHWAY DEPT,173206,<Plastic & Other>,(978)540-2670,"PO BOX 1305, 37 SHATTUCK ST",LITTLETON,LITTLETON,1640,Municipal,,,0,0,,,,,,,,,,,,,,,
,,117,TOWN OF LONGMEADOW,380803,<Plastic & Other>,(413)567-3400,20 WILLIAMS ST,LONGMEADOW,LONGMEADOW,1106,Municipal,,,42.0507,-72.5676,,,,,,,,,,,,,,,
,,118,TOWN OF LUDLOW,280591,<Plastic & Other>,(413)583-5625,198 SPORTMENS RD,LUDLOW,LUDLOW,1056,Municipal,,,42.1728,-72.471,,,,,,,,,,,,,,,
,,119,COVANTA ENERGY,360908,<Plastic & Other>,(978)241-3015,100 RECOVERY WAY,LYNN,HAVERHILL,1835,Private,,,42.7528,-71.0843,,,,,,,,,,,,,,,
